coo: 37.1307079_-6.4847347;E 00:00:00;A 00:00:00;E 00:20:00;A 00:20:00;E 00:40:00;A 00:40:00;E 01:00:00;A 01:00:00;E 01:20:00;A 01:20:00;E 01:40:00;A 01:40:00;E 02:00:00;A 02:00:00;E 02:20:00;A 02:20:00;E 02:40:00;A 02:40:00;E 03:00:00;A 03:00:00;E 03:20:00;A 03:20:00;E 03:40:00;A 03:40:00;E 04:00:00;A 04:00:00;E 04:20:00;A 04:20:00;E 04:40:00;A 04:40:00;E 05:00:00;A 05:00:00;E 05:20:00;A 05:20:00;E 05:40:00;A 05:40:00;E 06:00:00;A 06:00:00;E 06:20:00;A 06:20:00;E 06:40:00;A 06:40:00;E 07:00:00;A 07:00:00;E 07:20:00;A 07:20:00;E 07:40:00;A 07:40:00;E 08:00:00;A 08:00:00;E 08:20:00;A 08:20:00;E 08:40:00;A 08:40:00;E 09:00:00;A 09:00:00;E 09:20:00;A 09:20:00;E 09:40:00;A 09:40:00;E 10:00:00;A 10:00:00;E 10:20:00;A 10:20:00;E 10:40:00;A 10:40:00;E 11:00:00;A 11:00:00;E 11:20:00;A 11:20:00;E 11:40:00;A 11:40:00;E 12:00:00;A 12:00:00;E 12:20:00;A 12:20:00;E 12:40:00;A 12:40:00;E 13:00:00;A 13:00:00;E 13:20:00;A 13:20:00;E 13:40:00;A 13:40:00;E 14:00:00;A 14:00:00;E 14:20:00;A 14:20:00;E 14:40:00;A 14:40:00;E 15:00:00;A 15:00:00;E 15:20:00;A 15:20:00;E 15:40:00;A 15:40:00;E 16:00:00;A 16:00:00;E 16:20:00;A 16:20:00;E 16:40:00;A 16:40:00;E 17:00:00;A 17:00:00;E 17:20:00;A 17:20:00;E 17:40:00;A 17:40:00;E 18:00:00;A 18:00:00;E 18:20:00;A 18:20:00;E 18:40:00;A 18:40:00;E 19:00:00;A 19:00:00;E 19:20:00;A 19:20:00;E 19:40:00;A 19:40:00;E 20:00:00;A 20:00:00;E 20:20:00;A 20:20:00;E 20:40:00;A 20:40:00;E 21:00:00;A 21:00:00;E 21:20:00;A 21:20:00;E 21:40:00;A 21:40:00;E 22:00:00;A 22:00:00;E 22:20:00;A 22:20:00;E 22:40:00;A 22:40:00;E 23:00:00;A 23:00:00;E 23:20:00;A 23:20:00;E 23:40:00;A 23:40:00;
2024-01-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.18;115.24;3.38;118.30;6.84;121.50;10.17;124.84;13.38;128.35;16.42;132.05;19.29;135.96;21.96;140.09;24.40;144.46;26.59;149.07;28.50;153.91;30.09;158.98;31.35;164.25;32.25;169.67;32.78;175.21;32.92;180.80;32.68;186.39;32.05;191.90;31.04;197.29;29.69;202.51;28.01;207.52;26.02;212.30;23.76;216.84;21.26;221.15;18.53;225.22;15.61;229.07;12.52;232.72;9.28;236.19;5.91;239.50;2.42;242.66;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.09;115.02;3.48;118.09;6.94;121.29;10.29;124.63;13.50;128.15;16.56;131.85;19.43;135.77;22.11;139.90;24.56;144.28;26.76;148.89;28.68;153.75;30.29;158.83;31.56;164.11;32.47;169.56;33.00;175.12;33.15;180.73;32.91;186.34;32.28;191.87;31.28;197.28;29.92;202.52;28.24;207.55;26.25;212.35;23.99;216.91;21.48;221.22;18.75;225.31;15.83;229.17;12.73;232.83;9.49;236.31;6.11;239.62;2.62;242.78;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.01;114.81;3.58;117.88;7.06;121.08;10.41;124.42;13.63;127.94;16.69;131.65;19.58;135.57;22.27;139.71;24.73;144.09;26.94;148.72;28.87;153.58;30.49;158.68;31.77;163.98;32.68;169.44;33.23;175.02;33.38;180.66;33.14;186.29;32.52;191.85;31.52;197.28;30.16;202.54;28.48;207.59;26.49;212.40;24.22;216.98;21.71;221.31;18.97;225.40;16.04;229.28;12.94;232.94;9.69;236.43;6.31;239.74;2.82;242.92;-0.77;245.97;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.11;114.59;3.69;117.66;7.17;120.86;10.54;124.21;13.76;127.73;16.84;131.45;19.74;135.37;22.44;139.52;24.91;143.91;27.13;148.54;29.07;153.42;30.69;158.53;31.98;163.84;32.91;169.33;33.46;174.93;33.62;180.59;33.38;186.24;32.76;191.83;31.76;197.28;30.41;202.56;28.72;207.63;26.73;212.46;24.46;217.05;21.94;221.40;19.20;225.50;16.26;229.39;13.16;233.06;9.91;236.55;6.52;239.88;3.02;243.06;-0.58;246.12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.23;114.36;3.81;117.44;7.30;120.65;10.67;124.00;13.91;127.52;16.99;131.24;19.90;135.17;22.61;139.32;25.09;143.72;27.32;148.36;29.27;153.25;30.90;158.38;32.20;163.71;33.14;169.22;33.70;174.84;33.86;180.52;33.63;186.20;33.01;191.81;32.01;197.29;30.65;202.59;28.96;207.68;26.97;212.53;24.69;217.14;22.17;221.49;19.43;225.61;16.49;229.51;13.38;233.19;10.12;236.69;6.73;240.02;3.22;243.21;-0.38;246.27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.34;114.14;3.94;117.22;7.43;120.43;10.81;123.78;14.05;127.31;17.15;131.03;20.07;134.96;22.78;139.13;25.28;143.53;27.52;148.19;29.48;153.09;31.12;158.23;32.43;163.58;33.38;169.11;33.94;174.75;34.11;180.46;33.88;186.17;33.26;191.80;32.27;197.30;30.91;202.63;29.21;207.74;27.21;212.61;24.93;217.23;22.41;221.60;19.66;225.73;16.71;229.63;13.60;233.32;10.33;236.83;6.94;240.17;3.43;243.36;-0.18;246.43;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.46;113.91;4.07;117.00;7.57;120.21;10.95;123.57;14.21;127.10;17.31;130.82;20.24;134.76;22.97;138.93;25.47;143.34;27.72;148.01;29.69;152.92;31.35;158.08;32.67;163.45;33.62;169.00;34.19;174.67;34.36;180.40;34.14;186.13;33.52;191.79;32.52;197.32;31.16;202.67;29.47;207.80;27.46;212.69;25.18;217.32;22.65;221.71;19.89;225.85;16.94;229.76;13.82;233.46;10.55;236.98;7.15;240.32;3.63;243.52;0.02;246.59;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.59;113.68;4.20;116.77;7.71;119.98;11.11;123.35;14.37;126.88;17.48;130.61;20.42;134.55;23.16;138.73;25.67;143.15;27.93;147.83;29.91;152.76;31.58;157.93;32.91;163.32;33.87;168.89;34.44;174.59;34.62;180.35;34.40;186.10;33.79;191.79;32.79;197.34;31.43;202.71;29.73;207.86;27.72;212.77;25.43;217.42;22.89;221.82;20.13;225.98;17.17;229.90;14.04;233.61;10.77;237.13;7.36;240.48;3.84;243.69;0.22;246.77;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.73;113.45;4.34;116.54;7.86;119.76;11.26;123.13;14.53;126.66;17.66;130.40;20.60;134.35;23.35;138.53;25.88;142.96;28.15;147.65;30.14;152.59;31.82;157.78;33.15;163.19;34.12;168.79;34.71;174.51;34.89;180.30;34.67;186.08;34.06;191.79;33.06;197.37;31.69;202.77;29.99;207.94;27.97;212.86;25.68;217.53;23.13;221.94;20.36;226.11;17.40;230.04;14.27;233.76;10.98;237.29;7.57;240.65;4.05;243.86;0.43;246.94;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.87;113.22;4.49;116.31;8.01;119.53;11.42;122.90;14.71;126.45;17.84;130.18;20.79;134.14;23.55;138.33;26.09;142.77;28.37;147.47;30.37;152.43;32.06;157.64;33.41;163.07;34.38;168.68;34.97;174.43;35.16;180.25;34.94;186.06;34.33;191.80;33.33;197.41;31.96;202.82;30.25;208.02;28.23;212.96;25.93;217.65;23.38;222.07;20.61;226.25;17.64;230.19;14.50;233.92;11.21;237.45;7.79;240.82;4.26;244.04;0.63;247.13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-01-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.01;112.98;4.64;116.08;8.17;119.30;11.59;122.68;14.88;126.22;18.02;129.97;20.99;133.93;23.76;138.13;26.31;142.58;28.60;147.29;30.61;152.26;32.31;157.49;33.66;162.94;34.65;168.58;35.24;174.36;35.44;180.20;35.22;186.04;34.61;191.81;33.60;197.45;32.23;202.89;30.52;208.10;28.50;213.07;26.19;217.77;23.63;222.21;20.85;226.40;17.87;230.35;14.72;234.09;11.43;237.63;8.00;241.00;4.47;244.22;0.83;247.32;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.17;112.74;4.80;115.84;8.34;119.07;11.77;122.45;15.07;126.00;18.22;129.75;21.19;133.72;23.98;137.92;26.53;142.38;28.84;147.11;30.86;152.10;32.56;157.35;33.93;162.82;34.92;168.49;35.52;174.29;35.72;180.16;35.51;186.03;34.89;191.83;33.89;197.49;32.51;202.96;30.79;208.20;28.76;213.18;26.45;217.90;23.88;222.35;21.09;226.55;18.11;230.51;14.95;234.26;11.65;237.81;8.22;241.18;4.68;244.41;1.04;247.51;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.32;112.50;4.96;115.61;8.51;118.84;11.95;122.22;15.26;125.78;18.41;129.53;21.40;133.51;24.19;137.72;26.76;142.19;29.08;146.93;31.11;151.94;32.83;157.20;34.20;162.70;35.20;168.39;35.80;174.22;36.00;180.12;35.79;186.02;35.18;191.85;34.17;197.54;32.79;203.03;31.07;208.29;29.03;213.30;26.71;218.03;24.14;222.50;21.34;226.71;18.35;230.68;15.19;234.43;11.88;237.99;8.44;241.37;4.89;244.61;1.25;247.72;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.49;112.26;5.13;115.37;8.69;118.61;12.13;121.99;15.45;125.55;18.62;129.31;21.62;133.29;24.42;137.51;27.00;142.00;29.32;146.75;31.37;151.77;33.09;157.06;34.47;162.58;35.48;168.30;36.09;174.15;36.29;180.09;36.09;186.02;35.47;191.88;34.46;197.60;33.08;203.12;31.35;208.40;29.30;213.42;26.97;218.17;24.39;222.65;21.59;226.88;18.59;230.86;15.42;234.62;12.10;238.18;8.66;241.57;5.10;244.81;1.45;247.92;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.65;112.02;5.31;115.13;8.87;118.37;12.32;121.76;15.65;125.33;18.83;129.09;21.84;133.08;24.65;137.31;27.24;141.80;29.57;146.57;31.63;151.61;33.36;156.91;34.75;162.46;35.76;168.20;36.38;174.09;36.59;180.06;36.38;186.02;35.77;191.91;34.75;197.66;33.36;203.20;31.63;208.51;29.58;213.55;27.24;218.32;24.65;222.82;21.84;227.05;18.83;231.04;15.65;234.81;12.33;238.38;8.88;241.77;5.32;245.02;1.66;248.14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;1.83;111.77;5.49;114.89;9.06;118.13;12.52;121.53;15.85;125.10;19.04;128.87;22.06;132.86;24.88;137.10;27.48;141.61;29.83;146.39;31.89;151.44;33.64;156.77;35.04;162.34;36.06;168.11;36.68;174.03;36.89;180.03;36.68;186.03;36.07;191.95;35.05;197.72;33.66;203.30;31.91;208.63;29.85;213.69;27.51;218.47;24.91;222.98;22.09;227.23;19.07;231.23;15.89;235.00;12.56;238.58;9.10;241.98;5.53;245.23;1.87;248.35;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.01;111.53;5.68;114.65;9.25;117.89;12.72;121.29;16.07;124.87;19.26;128.64;22.29;132.65;25.12;136.90;27.74;141.41;30.09;146.21;32.17;151.28;33.92;156.63;35.33;162.22;36.35;168.03;36.98;173.98;37.20;180.01;36.99;186.04;36.37;191.99;35.35;197.80;33.95;203.40;32.20;208.75;30.13;213.83;27.78;218.63;25.17;223.16;22.34;227.41;19.32;231.42;16.13;235.21;12.79;238.79;9.32;242.20;5.75;245.45;2.08;248.58;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.19;111.28;5.87;114.40;9.45;117.65;12.93;121.06;16.28;124.64;19.49;128.42;22.53;132.43;25.37;136.69;27.99;141.22;30.36;146.02;32.44;151.12;34.21;156.49;35.62;162.11;36.66;167.94;37.29;173.92;37.51;179.99;37.30;186.05;36.68;192.04;35.65;197.88;34.25;203.50;32.49;208.88;30.42;213.98;28.05;218.80;25.44;223.34;22.60;227.61;19.57;231.62;16.36;235.42;13.02;239.00;9.54;242.42;5.96;245.68;2.29;248.81;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.38;111.03;6.06;114.16;9.66;117.41;13.14;120.82;16.50;124.41;19.72;128.19;22.77;132.21;25.62;136.48;28.25;141.02;30.63;145.84;32.73;150.96;34.50;156.35;35.92;162.00;36.96;167.86;37.60;173.87;37.82;179.97;37.61;186.07;36.99;192.09;35.96;197.96;34.55;203.62;32.78;209.02;30.70;214.14;28.33;218.98;25.70;223.53;22.85;227.80;19.81;231.83;16.60;235.63;13.25;239.22;9.76;242.64;6.18;245.91;2.50;249.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.58;110.78;6.26;113.91;9.86;117.17;13.36;120.58;16.73;124.17;19.95;127.97;23.01;131.99;25.88;136.27;28.52;140.82;30.91;145.66;33.01;150.79;34.80;156.21;36.23;161.89;37.28;167.78;37.92;173.83;38.14;179.96;37.93;186.10;37.30;192.15;36.27;198.05;34.85;203.73;33.08;209.16;30.99;214.30;28.60;219.16;25.97;223.72;23.11;228.01;20.06;232.05;16.84;235.85;13.48;239.45;9.99;242.87;6.39;246.14;2.71;249.29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;2.77;110.53;6.47;113.66;10.08;116.93;13.58;120.34;16.96;123.94;20.19;127.74;23.26;131.77;26.14;136.06;28.79;140.63;31.19;145.48;33.31;150.63;35.10;156.07;36.54;161.78;37.59;167.70;38.24;173.78;38.46;179.95;38.25;186.12;37.62;192.21;36.58;198.15;35.16;203.86;33.38;209.31;31.27;214.47;28.88;219.34;26.24;223.92;23.37;228.22;20.31;232.26;17.08;236.08;13.71;239.68;10.21;243.11;6.61;246.38;2.92;249.53;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.80;107.23;2.98;110.27;6.68;113.41;10.30;116.68;13.81;120.10;17.19;123.70;20.44;127.51;23.52;131.55;26.40;135.85;29.07;140.43;31.48;145.30;33.60;150.47;35.40;155.94;36.85;161.67;37.91;167.62;38.56;173.74;38.79;179.95;38.58;186.16;37.94;192.28;36.90;198.25;35.47;203.99;33.68;209.46;31.56;214.65;29.16;219.53;26.51;224.13;23.63;228.44;20.56;232.49;17.32;236.31;13.94;239.92;10.43;243.35;6.83;246.63;3.13;249.78;-0.65;252.83;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.59;106.97;3.19;110.02;6.90;113.16;10.52;116.44;14.04;119.86;17.43;123.47;20.69;127.28;23.78;131.33;26.67;135.64;29.35;140.23;31.77;145.12;33.90;150.31;35.72;155.80;37.17;161.56;38.24;167.55;38.89;173.71;39.12;179.95;38.91;186.20;38.27;192.36;37.22;198.35;35.78;204.13;33.98;209.63;31.86;214.83;29.44;219.73;26.78;224.34;23.89;228.66;20.81;232.72;17.56;236.55;14.17;240.16;10.66;243.60;7.04;246.88;3.34;250.04;-0.44;253.09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.39;106.71;3.40;109.76;7.12;112.91;10.75;116.19;14.27;119.62;17.68;123.23;20.94;127.05;24.04;131.11;26.95;135.43;29.63;140.03;32.07;144.94;34.21;150.15;36.03;155.67;37.49;161.46;38.57;167.48;39.22;173.67;39.45;179.95;39.24;186.24;38.60;192.44;37.54;198.47;36.09;204.27;34.28;209.79;32.15;215.02;29.73;219.94;27.05;224.56;24.15;228.89;21.06;232.96;17.80;236.79;14.40;240.41;10.88;243.85;7.26;247.14;3.55;250.30;-0.24;253.36;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;-0.17;106.45;3.62;109.51;7.34;112.66;10.98;115.94;14.51;119.37;17.93;122.99;21.20;126.82;24.31;130.88;27.23;135.21;29.92;139.83;32.37;144.76;34.52;149.99;36.35;155.53;37.82;161.35;38.90;167.41;39.56;173.64;39.79;179.96;39.57;186.29;38.93;192.52;37.86;198.59;36.41;204.42;34.59;209.97;32.44;215.22;30.01;220.15;27.32;224.78;24.41;229.12;21.31;233.20;18.04;237.04;14.63;240.67;11.11;244.11;7.47;247.40;3.76;250.57;-0.03;253.63;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.05;106.19;3.85;109.25;7.57;112.41;11.22;115.69;14.76;119.13;18.18;122.75;21.46;126.59;24.58;130.66;27.51;135.00;30.22;139.63;32.67;144.57;34.84;149.83;36.67;155.40;38.15;161.25;39.24;167.34;39.90;173.61;40.13;179.97;39.91;186.34;39.26;192.61;38.19;198.71;36.72;204.57;34.89;210.15;32.74;215.42;30.29;220.37;27.59;225.01;24.67;229.37;21.56;233.45;18.28;237.29;14.87;240.93;11.33;244.38;7.69;247.67;3.97;250.84;0.17;253.90;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.27;105.93;4.07;108.99;7.81;112.15;11.46;115.44;15.01;118.88;18.44;122.51;21.73;126.35;24.86;130.43;27.80;134.79;30.52;139.43;32.98;144.39;35.15;149.67;37.00;155.27;38.49;161.15;39.58;167.28;40.25;173.59;40.47;179.99;40.26;186.40;39.60;192.71;38.52;198.84;37.04;204.73;35.20;210.34;33.04;215.63;30.58;220.59;27.87;225.25;24.94;229.61;21.81;233.70;18.53;237.55;15.10;241.19;11.55;244.64;7.91;247.94;4.18;251.11;0.37;254.18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.49;105.67;4.31;108.73;8.05;111.90;11.70;115.19;15.26;118.64;18.70;122.27;22.00;126.12;25.14;130.21;28.09;134.57;30.82;139.23;33.29;144.21;35.48;149.51;37.33;155.13;38.83;161.05;39.92;167.22;40.59;173.57;40.82;180.01;40.60;186.46;39.94;192.81;38.85;198.98;37.36;204.90;35.51;210.53;33.34;215.84;30.87;220.83;28.14;225.49;25.20;229.87;22.06;233.96;18.77;237.82;15.33;241.46;11.78;244.92;8.12;248.22;4.38;251.39;0.58;254.47;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.72;105.40;4.54;108.47;8.29;111.64;11.95;114.94;15.52;118.39;18.97;122.03;22.28;125.88;25.43;129.98;28.39;134.36;31.12;139.03;33.61;144.03;35.80;149.35;37.67;155.00;39.17;160.95;40.27;167.16;40.94;173.55;41.17;180.04;40.95;186.52;40.28;192.92;39.18;199.12;37.69;205.08;35.83;210.73;33.64;216.06;31.15;221.06;28.42;225.74;25.46;230.12;22.32;234.23;19.01;238.09;15.56;241.74;12.00;245.20;8.34;248.50;4.59;251.68;0.78;254.76;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
2024-02-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;0.96;105.14;4.78;108.21;8.54;111.38;12.21;114.68;15.78;118.14;19.24;121.79;22.56;125.65;25.72;129.76;28.69;134.14;31.43;138.83;33.93;143.85;36.13;149.20;38.01;154.87;39.52;160.86;40.62;167.10;41.30;173.53;41.53;180.06;41.30;186.60;40.62;193.03;39.52;199.27;38.01;205.26;36.14;210.94;33.94;216.29;31.44;221.31;28.69;226.00;25.73;230.39;22.57;234.50;19.25;238.37;15.79;242.02;12.22;245.48;8.55;248.79;4.80;251.97;0.98;255.05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;
