46.14,848.65,120.00
46.14,848.65,120.00
46.09,848.65,120.00
46.14,848.65,120.00
46.09,848.65,120.00
46.09,848.65,120.00
46.09,848.65,120.00
46.09,848.65,120.00
46.09,848.65,120.00
46.04,848.65,120.00
46.09,848.65,120.00
46.04,848.65,120.00
45.76,848.65,120.00
45.87,848.65,120.00
45.87,848.65,120.00
45.87,848.65,120.00
45.87,848.65,120.00
45.82,848.65,120.00
45.82,848.65,120.00
45.82,848.65,120.00
45.87,848.65,120.00
45.77,848.65,120.00
45.77,848.65,120.00
45.71,848.65,120.00
45.74,848.65,120.00
45.33,848.65,120.00
45.71,848.65,120.00
46.27,848.65,120.00
45.88,848.65,120.00
45.83,848.65,120.00
45.88,848.65,120.00
44.56,848.65,120.00
45.77,848.65,120.00
45.61,848.65,120.00
45.83,848.65,120.00
45.83,848.65,120.00
45.72,848.65,120.00
45.72,848.65,120.00
45.77,848.65,120.00
45.66,848.65,120.00
45.72,848.65,120.00
45.67,848.65,120.00
45.72,848.65,120.00
46.33,848.65,120.00
45.53,848.65,120.00
45.59,848.65,120.00
45.58,848.65,120.00
45.64,848.65,120.00
45.64,848.65,120.00
45.64,848.65,120.00
45.64,848.65,120.00
45.50,848.65,120.00
45.64,848.65,120.00
45.39,848.65,120.00
45.53,848.65,120.00
45.53,848.65,120.00
45.53,848.65,120.00
45.53,848.65,120.00
45.08,848.65,120.00
45.56,848.65,120.00
45.56,848.65,120.00
45.56,848.65,120.00
45.56,848.65,120.00
45.61,848.65,120.00
45.61,848.65,120.00
45.61,848.65,120.00
44.33,848.65,120.00
44.33,848.65,120.00
45.51,848.65,120.00
44.33,848.65,120.00
45.51,848.65,120.00
45.46,848.65,120.00
45.46,848.65,120.00
44.24,848.65,120.00
44.10,848.65,120.00
45.48,848.65,120.00
45.34,848.65,120.00
45.42,848.65,120.00
45.29,848.65,120.00
45.48,848.65,120.00
45.42,848.65,120.00
45.42,848.65,120.00
45.42,848.65,120.00
45.42,848.65,120.00
45.23,848.65,120.00
45.23,848.65,120.00
45.37,848.65,120.00
45.37,848.65,120.00
45.37,848.65,120.00
45.37,848.65,120.00
45.74,848.65,120.00
44.03,848.65,120.00
43.92,848.65,120.00
45.24,848.65,120.00
45.29,848.65,120.00
45.24,848.65,120.00
45.30,848.65,120.00
45.29,848.65,120.00
43.77,848.65,120.00
43.92,848.65,120.00
45.29,848.65,120.00
43.77,848.65,120.00
45.24,848.65,120.00
43.81,848.65,120.00
45.19,848.65,120.00
45.24,848.65,120.00
45.32,848.65,120.00
45.22,848.65,120.00
45.27,848.65,120.00
45.16,848.65,120.00
45.22,848.65,120.00
45.22,848.65,120.00
44.97,848.65,120.00
45.16,848.65,120.00
44.97,848.65,120.00
44.97,848.65,120.00
45.11,848.65,120.00
45.11,848.65,120.00
45.05,848.65,120.00
45.11,848.65,120.00
44.91,848.65,120.00
44.41,848.65,120.00
45.14,848.65,120.00
45.09,848.65,120.00
45.09,848.65,120.00
45.03,848.65,120.00
45.03,848.65,120.00
45.03,848.65,120.00
44.98,848.65,120.00
43.45,848.65,120.00
45.03,848.65,120.00
45.03,848.65,120.00
44.98,848.65,120.00
44.98,848.65,120.00
44.92,848.65,120.00
44.92,848.65,120.00
44.37,848.65,120.00
44.85,848.65,120.00
44.90,848.65,120.00
44.90,848.65,120.00
44.70,848.65,120.00
44.90,848.65,120.00
44.85,848.65,120.00
44.95,848.65,120.00
44.95,848.65,120.00
44.90,848.65,120.00
44.65,848.65,120.00
44.90,848.65,120.00
44.90,848.65,120.00
44.60,848.65,120.00
44.85,848.65,120.00
44.84,848.65,120.00
44.25,848.65,120.00
43.46,848.65,120.00
44.82,848.65,120.00
44.87,848.65,120.00
43.40,848.65,120.00
44.82,848.65,120.00
44.87,848.65,120.00
44.82,848.65,120.00
44.82,848.65,120.00
44.71,848.65,120.00
43.45,848.65,120.00
44.77,848.65,120.00
44.77,848.65,120.00
43.56,848.65,120.00
43.51,848.65,120.00
43.45,848.65,120.00
45.02,848.65,120.00
44.85,848.65,120.00
44.80,848.65,120.00
44.85,848.65,120.00
44.74,848.65,120.00
44.55,848.65,120.00
44.74,848.65,120.00
44.79,848.65,120.00
44.85,848.65,120.00
44.74,848.65,120.00
44.74,848.65,120.00
44.80,848.65,120.00
44.80,848.65,120.00
44.69,848.65,120.00
44.64,848.65,120.00
44.19,848.65,120.00
43.74,848.65,120.00
43.45,848.65,120.00
43.51,848.65,120.00
43.51,848.65,120.00
43.61,848.65,120.00
43.51,848.65,120.00
43.51,848.65,120.00
43.61,848.65,120.00
43.61,848.65,120.00
43.51,848.65,120.00
43.56,848.65,120.00
43.56,848.65,120.00
43.51,848.65,120.00
43.61,848.65,120.00
43.56,848.65,120.00
43.28,848.65,120.00
44.64,848.65,120.00
44.69,848.65,120.00
44.69,848.65,120.00
44.69,848.65,120.00
44.64,848.65,120.00
44.69,848.65,120.00
44.69,848.65,120.00
44.64,848.65,120.00
44.74,848.65,120.00
44.69,848.65,120.00
44.69,848.65,120.00
44.64,848.65,120.00
44.74,848.65,120.00
44.69,848.65,120.00
44.64,848.65,120.00
44.51,848.65,120.00
44.51,848.65,120.00
44.50,848.65,120.00
44.45,848.65,120.00
44.51,848.65,120.00
44.45,848.65,120.00
44.45,848.65,120.00
44.45,848.65,120.00
44.51,848.65,120.00
44.45,848.65,120.00
44.51,848.65,120.00
44.45,848.65,120.00
44.45,848.65,120.00
44.45,848.65,120.00
44.51,848.65,120.00
45.21,848.65,120.00
44.59,848.65,120.00
44.59,848.65,120.00
44.64,848.65,120.00
44.59,848.65,120.00
44.59,848.65,120.00
44.64,848.65,120.00
44.59,848.65,120.00
44.54,848.65,120.00
44.59,848.65,120.00
44.59,848.65,120.00
44.54,848.65,120.00
44.64,848.65,120.00
44.59,848.65,120.00
44.59,848.65,120.00
45.23,848.65,120.00
44.48,848.65,120.00
44.08,848.65,120.00
44.03,848.65,120.00
43.98,848.65,120.00
44.08,848.65,120.00
44.08,848.65,120.00
44.08,848.65,120.00
44.13,848.65,120.00
44.13,848.65,120.00
44.19,848.65,120.00
44.13,848.65,120.00
44.13,848.65,120.00
44.13,848.65,120.00
44.13,848.65,120.00
44.13,848.65,120.00
43.15,848.65,120.00
44.68,848.65,120.00
45.43,848.65,120.00
45.38,848.65,120.00
45.32,848.65,120.00
45.38,848.65,120.00
45.32,848.65,120.00
45.32,848.65,120.00
44.16,848.65,120.00
44.44,848.65,120.00
42.57,848.65,120.00
45.54,848.65,120.00
45.54,848.65,120.00
45.54,848.65,120.00
45.54,848.65,120.00
46.43,848.65,120.00
46.63,848.65,120.00
45.76,848.65,120.00
45.71,848.65,120.00
45.76,848.65,120.00
45.71,848.65,120.00
45.71,848.65,120.00
45.71,848.65,120.00
45.71,848.65,120.00
45.71,848.65,120.00
45.71,848.65,120.00
45.66,848.65,120.00
45.60,848.65,120.00
45.60,848.65,120.00
45.60,848.65,120.00
45.66,848.65,120.00
45.99,848.65,120.00
44.76,848.65,120.00
44.64,848.65,120.00
44.64,848.65,120.00
44.64,848.65,120.00
44.64,848.65,120.00
44.64,848.65,120.00
44.59,848.65,120.00
44.43,858.16,103.00
44.38,858.16,103.00
44.38,858.16,103.00
44.38,858.16,103.00
44.38,858.16,103.00
44.33,858.16,103.00
44.33,858.16,103.00
44.38,858.16,103.00
44.11,858.16,103.00
45.34,858.16,103.00
45.39,858.16,103.00
45.39,858.16,103.00
45.34,858.16,103.00
45.34,858.16,103.00
45.34,858.16,103.00
45.23,858.16,103.00
45.34,858.16,103.00
45.23,858.16,103.00
45.34,858.16,103.00
45.34,858.16,103.00
45.29,858.16,103.00
45.34,858.16,103.00
0.20,858.16,103.00
44.04,858.16,103.00
0.22,858.16,103.00
38.27,858.16,103.00
43.56,858.16,103.00
44.38,858.16,103.00
44.38,858.16,103.00
44.38,858.16,103.00
44.49,858.16,103.00
44.49,858.16,103.00
44.49,858.16,103.00
44.49,858.16,103.00
44.49,858.16,103.00
44.33,858.16,103.00
44.38,858.16,103.00
44.38,858.16,103.00
44.49,858.16,103.00
44.01,858.16,103.00
45.23,858.16,103.00
45.29,858.16,103.00
45.18,858.16,103.00
45.23,858.16,103.00
45.18,858.16,103.00
45.18,858.16,103.00
45.18,858.16,103.00
45.08,858.16,103.00
45.18,858.16,103.00
45.08,858.16,103.00
45.08,858.16,103.00
